,zpid,latestPrice,numOfBathrooms,livingAreaSqFt,numOfBedrooms,avgSchoolRating,numOfStories,MedianStudentsPerTeacher,numOfHighSchools,longitude,numOfPrimarySchools,avgSchoolDistance,latitude,lotSizeSqFt,numOfPhotos,numPriceChanges,zipcode,propertyTaxRate,yearBuilt,latest_saledate,latest_salemonth,latest_saleyear
3509,29427322,615000.0,8.0,4128.0,8,4.0,2,14,1,-97.72273254394533,1,0.7333333333333334,30.368061065673828,11761.2,22,1,78757,1.98,1981,2020-10-22,10,2020
3515,29425520,318000.0,2.0,1020.0,3,4.0,1,14,1,-97.68050384521484,1,1.3,30.36017990112305,7797.0,20,4,78753,1.98,1970,2020-11-24,11,2020
3516,29428819,195000.0,3.0,1137.0,3,4.333333333333333,1,14,1,-97.69827270507812,1,1.1666666666666667,30.36948776245117,4617.0,18,1,78758,1.98,1973,2020-09-18,9,2020
3519,29425317,429999.0,2.0,1456.0,4,4.0,1,14,1,-97.71348571777344,1,0.5,30.36328887939453,7927.0,12,1,78758,1.98,1969,2020-12-23,12,2020
3523,29431311,235000.0,3.0,2591.0,4,3.6666666666666665,2,14,1,-97.7035675048828,1,0.8666666666666666,30.37219429016113,9744.0,64,4,78758,1.98,1972,2020-09-22,9,2020
3527,29432299,434900.0,2.0,1444.0,3,4.333333333333333,1,14,1,-97.6994400024414,1,1.2,30.377668380737305,10715.0,25,2,78758,1.98,1974,2020-07-17,7,2020
3530,120896795,452500.0,2.0,1638.0,3,4.0,1,14,1,-97.71135711669922,1,0.4333333333333333,30.36434555053711,11325.6,28,1,78758,1.98,1970,2020-03-06,3,2020
3533,29426781,425200.0,2.0,1623.0,3,4.0,1,14,1,-97.70367431640624,1,0.7333333333333333,30.360614776611328,11325.6,1,3,78758,1.98,1969,2020-02-24,2,2020
3537,29428765,189999.0,2.0,1034.0,2,4.333333333333333,2,14,1,-97.69906616210938,1,1.1666666666666667,30.36770248413086,4312.0,89,3,78758,1.98,1971,2020-08-14,8,2020
3539,29425256,135500.0,2.0,1344.0,3,4.0,2,14,1,-97.71222686767578,1,0.5,30.36033630371093,8812.0,29,3,78758,1.98,1968,2020-08-06,8,2020
3540,29431255,430000.0,2.0,1579.0,4,3.6666666666666665,1,14,1,-97.70687103271484,1,0.7666666666666666,30.372419357299805,8712.0,40,3,78758,1.98,1971,2020-07-23,7,2020
3541,29431251,157500.0,2.0,1476.0,4,3.6666666666666665,1,14,1,-97.70606231689452,1,0.8000000000000002,30.37206840515137,8537.0,28,2,78758,1.98,1971,2020-09-25,9,2020
3545,29431240,425000.0,2.0,1410.0,4,3.6666666666666665,1,14,1,-97.70661163330078,1,0.8000000000000002,30.3728084564209,9191.0,1,2,78758,1.98,1971,2020-04-22,4,2020
3548,29431235,319900.0,2.0,1404.0,3,3.6666666666666665,1,14,1,-97.70692443847656,1,0.8333333333333334,30.37585639953613,8032.0,66,1,78758,1.98,1973,2020-05-19,5,2020
3549,29420734,435000.0,2.0,1166.0,3,7.0,1,16,1,-97.7245101928711,1,1.2,30.35073089599609,5902380.0,34,1,78757,1.98,1959,2020-04-08,4,2020
3551,29431232,379500.0,2.0,1289.0,3,3.6666666666666665,1,14,1,-97.7074203491211,1,0.7999999999999999,30.375471115112305,8712.0,24,3,78758,1.98,1973,2020-12-11,12,2020
3552,29420727,650000.0,2.0,2147.0,3,7.0,1,16,1,-97.72418975830078,1,1.2,30.35014915466309,8319.0,64,5,78757,1.98,1956,2020-08-10,8,2020
3557,29432217,459777.0,2.0,1568.0,3,3.6666666666666665,1,14,1,-97.70064544677734,1,1.0333333333333334,30.375919342041016,9016.0,73,1,78758,1.98,1974,2020-09-17,9,2020
3559,29432215,440000.0,3.0,1655.0,3,3.6666666666666665,2,14,1,-97.70040893554688,1,1.0333333333333334,30.37632751464844,7840.0,67,2,78758,1.98,1977,2020-11-10,11,2020
3560,29425215,425000.0,3.0,1810.0,3,4.0,2,14,1,-97.71131896972656,1,0.5333333333333333,30.35869407653809,9060.0,34,3,78758,1.98,1963,2020-08-17,8,2020
3561,29429911,198000.0,2.0,1455.0,4,3.6666666666666665,1,14,1,-97.7112274169922,1,0.7666666666666666,30.372352600097656,9496.0,20,5,78758,1.98,1970,2020-12-03,12,2020
3567,29422692,339900.0,2.0,1168.0,3,4.0,1,14,1,-97.71062469482422,1,0.7999999999999999,30.35377311706543,8015.0,19,1,78758,1.98,1969,2020-07-24,7,2020
3568,29425183,125000.0,2.0,1070.0,3,4.0,1,14,1,-97.71117401123048,1,0.4333333333333333,30.361309051513672,10193.0,33,7,78758,1.98,1966,2020-02-14,2,2020
3569,29427682,200000.0,3.0,2178.0,4,4.0,2,14,1,-97.70118713378906,1,0.8333333333333334,30.364370346069336,13068.0,30,5,78758,1.98,1970,2020-01-07,1,2020
3572,29422678,349500.0,2.0,1314.0,3,4.0,1,14,1,-97.71311950683594,1,0.7333333333333334,30.354793548583984,11761.2,53,3,78758,1.98,1970,2020-07-21,7,2020
3574,29431175,329000.0,2.0,1056.0,3,3.6666666666666665,1,14,1,-97.70892333984376,1,0.9,30.377389907836925,7143.0,60,3,78758,1.98,1972,2020-06-01,6,2020
3577,29425165,225000.0,2.0,1040.0,3,4.0,1,14,1,-97.71173858642578,1,0.4666666666666666,30.36013984680176,7840.0,1,1,78758,1.98,1967,2020-09-01,9,2020
3581,29427486,429900.0,2.0,1369.0,3,4.0,1,14,1,-97.71231842041016,1,0.4666666666666666,30.364280700683604,7840.0,24,2,78758,1.98,1969,2020-08-14,8,2020
3582,29427660,424900.0,2.0,1707.0,4,4.0,1,14,1,-97.7043685913086,1,0.6666666666666666,30.365976333618164,10193.0,24,4,78758,1.98,1969,2020-07-15,7,2020
3585,29431156,399777.0,2.0,1434.0,3,3.6666666666666665,1,14,1,-97.7064971923828,1,0.8666666666666667,30.37803649902344,9583.0,24,2,78758,1.98,1973,2020-06-10,6,2020
3590,29431147,415000.0,2.0,1400.0,3,3.6666666666666665,1,14,1,-97.70626831054688,1,0.8333333333333334,30.37661552429199,8755.0,81,2,78758,1.98,1972,2020-09-18,9,2020
3592,29423645,174990.0,2.0,1650.0,3,4.0,1,14,1,-97.7014389038086,1,0.8333333333333334,30.36054611206055,10628.0,35,6,78758,1.98,1965,2020-12-28,12,2020
3593,29425141,329000.0,4.0,1831.0,4,4.0,1,14,1,-97.71304321289062,1,0.5000000000000001,30.35955619812012,8537.0,21,6,78758,1.98,1968,2020-03-23,3,2020
3594,29423639,449999.0,2.0,2396.0,3,4.0,1,14,1,-97.7020034790039,1,0.8333333333333334,30.35937309265137,10018.0,1,1,78758,1.98,1965,2020-09-17,9,2020
3598,29428637,389000.0,2.0,1317.0,2,4.0,1,14,1,-97.70845794677734,1,0.8000000000000002,30.36891365051269,7840.0,56,1,78758,1.98,1971,2020-04-29,4,2020
3599,29422634,335000.0,1.0,1120.0,3,4.0,1,14,1,-97.71196746826172,1,0.6666666666666666,30.35562896728516,7692.0,69,11,78758,1.98,1968,2020-11-05,11,2020
3601,29423630,325000.0,1.0,1348.0,3,4.0,1,14,1,-97.7088851928711,1,0.6666666666666666,30.356576919555664,6834.0,81,3,78758,1.98,1968,2020-09-14,9,2020
3602,29420629,369000.0,1.0,900.0,3,7.0,1,16,1,-97.71974182128906,1,1.3666666666666665,30.35050392150879,6534.0,21,6,78757,1.98,1957,2020-03-06,3,2020
3610,29425113,389000.0,2.0,1102.0,3,4.0,1,14,1,-97.7222137451172,1,0.6,30.362049102783203,7927.0,40,1,78757,1.98,1965,2020-02-28,2,2020
3616,29422604,295000.0,2.0,1208.0,3,4.0,1,14,1,-97.71014404296876,1,0.6333333333333334,30.35683631896973,7361.0,23,3,78758,1.98,1966,2020-06-30,6,2020
3618,29427602,518000.0,3.0,2393.0,4,4.0,1,14,1,-97.70360565185548,1,0.6999999999999998,30.364147186279297,11325.6,64,2,78758,1.98,1971,2020-12-29,12,2020
3622,29422597,289000.0,2.0,1283.0,3,4.0,1,14,1,-97.70879364013672,1,0.6999999999999998,30.35618782043457,8537.0,26,1,78758,1.98,1969,2020-06-18,6,2020
3626,29425092,199900.0,3.0,1403.0,3,4.0,2,14,1,-97.72257232666016,1,0.5666666666666668,30.36009407043457,7187.0,29,5,78757,1.98,1964,2020-03-11,3,2020
3628,29427582,212900.0,2.0,1415.0,3,4.0,2,14,1,-97.71021270751952,1,0.4333333333333333,30.36265182495117,392.0,25,2,78758,1.98,1972,2020-06-29,6,2020
3629,29431077,459000.0,2.0,1499.0,4,3.6666666666666665,1,14,1,-97.70823669433594,1,0.8666666666666667,30.375822067260746,8494.0,58,2,78758,1.98,1972,2020-10-15,10,2020
3642,29431054,375000.0,2.0,1336.0,3,3.6666666666666665,1,14,1,-97.70860290527344,1,0.8000000000000002,30.37372398376465,9670.0,18,2,78758,1.98,1971,2020-04-03,4,2020
3643,29425053,450000.0,2.0,1266.0,3,4.0,1,14,1,-97.72337341308594,1,0.6,30.35989189147949,7492.0,22,1,78757,1.98,1967,2020-06-23,6,2020
3651,29430045,219965.0,2.0,1363.0,3,4.0,2,14,1,-97.712158203125,1,0.7333333333333334,30.37223625183105,6067.0,48,2,78758,1.98,1978,2020-07-01,7,2020
3653,29423542,299900.0,2.0,1070.0,3,4.0,1,14,1,-97.70944213867188,1,0.5666666666666667,30.358097076416016,6969.0,28,3,78758,1.98,1968,2020-11-30,11,2020
3659,29425034,495000.0,2.0,2033.0,3,4.0,1,14,1,-97.72366333007812,1,0.6333333333333333,30.35913848876953,8712.0,90,1,78757,1.98,1967,2020-09-08,9,2020
3663,29422527,719000.0,2.0,1873.0,3,4.0,1,14,1,-97.72220611572266,1,0.5666666666666668,30.35700607299805,17424.0,50,2,78757,1.98,1967,2020-05-18,5,2020
3665,29425025,415000.0,2.0,1010.0,3,4.0,1,14,1,-97.7232437133789,1,0.6,30.360366821289062,7013.0,31,2,78757,1.98,1967,2020-09-17,9,2020
3666,29427592,205000.0,2.0,1080.0,2,4.0,2,14,1,-97.71076202392578,1,0.4333333333333333,30.36276817321777,392.0,31,9,78758,1.98,1972,2020-09-16,9,2020
3667,29431523,479000.0,2.0,1627.0,4,4.333333333333333,1,14,1,-97.70049285888672,1,1.1666666666666667,30.37444496154785,9975.0,23,1,78758,1.98,1973,2020-03-31,3,2020
3670,29431518,479000.0,2.0,1744.0,3,4.333333333333333,1,14,1,-97.69934844970705,1,1.1666666666666667,30.37354278564453,8712.0,103,1,78758,1.98,1972,2020-07-10,7,2020
3677,29422508,740000.0,3.0,2052.0,3,4.0,1,14,1,-97.7236785888672,1,0.6333333333333333,30.357158660888672,10018.0,62,2,78757,1.98,1962,2020-10-09,10,2020
3679,29425006,419500.0,3.0,1600.0,4,4.0,1,14,1,-97.72389221191406,1,0.6,30.36119842529297,7840.0,51,7,78757,1.98,1965,2020-03-24,3,2020
3682,250825998,657000.0,3.0,3401.0,4,8.0,2,16,1,-97.7549285888672,1,1.2333333333333334,30.491254806518555,13068.0,37,3,78717,2.21,2016,2020-03-09,3,2020
3685,96640485,629000.0,4.0,3281.0,4,8.333333333333334,1,16,1,-97.72737121582033,1,1.4,30.48665809631348,10541.0,37,1,78717,2.21,2012,2020-07-31,7,2020
3686,29547937,330000.0,2.0,2069.0,4,7.666666666666668,1,16,1,-97.73554229736328,1,1.1666666666666667,30.487688064575195,9626.0,5,2,78717,2.21,1994,2020-01-30,1,2020
3690,121721381,399500.0,3.0,2386.0,4,8.333333333333334,2,16,1,-97.72999572753906,1,1.3999999999999997,30.487144470214844,4356.0,32,4,78717,2.21,2017,2020-09-16,9,2020
3692,96639366,465000.0,3.0,2662.0,4,8.333333333333334,2,16,1,-97.7275390625,1,1.3333333333333333,30.489524841308604,5532.0,31,2,78717,2.21,2012,2020-08-24,8,2020
3693,29575497,356500.0,2.0,1667.0,3,6.0,1,13,1,-97.75157928466795,1,0.9333333333333332,30.44850730895996,12632.4,33,1,78729,2.21,1986,2020-11-12,11,2020
3695,29376983,419000.0,3.0,2277.0,3,6.0,2,13,1,-97.74803161621094,1,0.9333333333333332,30.44586563110352,6359.0,4,3,78729,1.98,1985,2020-05-11,5,2020
3696,29375483,300000.0,2.0,1335.0,3,7.666666666666668,1,16,1,-97.74993133544922,1,1.9333333333333336,30.43756675720215,6490.0,4,2,78727,1.98,1984,2020-11-05,11,2020
3698,29375474,390000.0,3.0,1693.0,3,7.666666666666668,1,16,1,-97.75115966796876,1,1.9333333333333336,30.43822860717773,6316.0,40,1,78727,1.98,1984,2020-11-25,11,2020
3700,29575458,219900.0,4.0,3054.0,5,6.0,2,13,1,-97.7519073486328,1,0.9666666666666668,30.45024108886719,8668.0,40,4,78729,2.21,1987,2020-04-16,4,2020
3709,29443991,460000.0,2.0,2065.0,3,6.666666666666668,1,15,1,-97.7374496459961,1,3.2,30.428638458251964,7840.0,74,1,78727,1.98,1996,2020-08-31,8,2020
3711,29557437,575000.0,2.0,2595.0,3,6.0,1,13,1,-97.75432586669922,1,0.9666666666666668,30.44365692138672,12196.8,58,2,78729,2.21,1975,2020-11-09,11,2020
3713,29369986,479500.0,2.0,1806.0,3,8.333333333333334,1,16,1,-97.7708511352539,1,1.3,30.426189422607425,11761.2,28,2,78759,1.98,1981,2020-07-13,7,2020
3714,29377929,295000.0,3.0,1733.0,4,6.0,2,13,1,-97.74705505371094,1,0.9333333333333336,30.44846153259277,6534.0,35,1,78729,1.98,1985,2020-02-03,2,2020
3720,29364977,589900.0,2.0,2475.0,4,7.0,1,17,1,-97.7567138671875,1,2.466666666666667,30.407886505126964,17424.0,17,4,78759,1.98,1987,2020-06-25,6,2020
3721,29441983,824900.0,3.0,3302.0,4,6.0,1,15,1,-97.73867797851562,1,2.566666666666667,30.42209815979004,36590.4,76,5,78727,1.98,1989,2020-06-17,6,2020
3723,29371975,425000.0,2.0,2163.0,3,9.0,1,16,1,-97.77631378173828,1,1.2333333333333332,30.42761039733887,9234.0,116,8,78759,1.98,1976,2020-10-15,10,2020
3725,29377926,325000.0,2.0,1628.0,3,6.0,1,13,1,-97.74752807617188,1,0.9333333333333336,30.448177337646484,6577.0,46,1,78729,1.98,1985,2020-06-09,6,2020
3734,29439465,485000.0,2.0,1502.0,3,6.666666666666668,1,15,1,-97.73314666748048,1,2.5,30.411754608154297,8319.0,25,3,78759,1.98,1977,2020-07-27,7,2020
3740,29443959,724900.0,3.0,2363.0,5,6.666666666666668,2,15,1,-97.7320327758789,1,3.033333333333333,30.42629623413086,25264.8,79,4,78727,1.98,1972,2020-10-06,10,2020
3741,29371961,399000.0,2.0,1400.0,3,9.0,1,16,1,-97.77655792236328,1,1.2333333333333332,30.42680740356445,8712.0,1,1,78759,1.98,1977,2020-12-03,12,2020
3744,29369461,520000.0,3.0,2420.0,3,7.0,2,17,1,-97.7616958618164,1,3.3666666666666667,30.422061920166016,9757.0,29,1,78759,1.98,1983,2020-02-04,2,2020
3745,29439456,460000.0,2.0,2113.0,3,6.666666666666668,1,15,1,-97.73297882080078,1,2.5,30.412511825561523,8232.0,50,2,78759,1.98,1976,2020-07-24,7,2020
3749,29442040,535000.0,2.0,2064.0,3,6.666666666666668,1,15,1,-97.73664855957033,1,2.9333333333333336,30.423547744750977,33976.8,4,5,78727,1.98,1971,2020-12-21,12,2020
3751,29369456,450000.0,2.0,1625.0,4,8.333333333333334,1,16,1,-97.76090240478516,1,1.7333333333333334,30.42402267456055,9888.0,52,1,78759,1.98,1974,2020-08-05,8,2020
3753,29364955,669000.0,2.0,2425.0,4,7.0,1,17,1,-97.75579833984376,1,2.533333333333333,30.40865135192871,11325.6,53,1,78759,1.98,1987,2020-09-18,9,2020
3754,58306947,595000.0,3.0,2773.0,4,6.0,1,15,1,-97.7417984008789,1,2.566666666666667,30.42256164550781,32234.4,32,1,78727,1.98,1971,2020-06-19,6,2020
3756,29366453,729000.0,3.0,3123.0,5,9.0,2,16,1,-97.7752685546875,1,1.4666666666666668,30.413997650146484,9165.0,79,2,78759,1.98,1994,2020-10-07,10,2020
3758,29442437,419900.0,2.0,1649.0,4,6.666666666666668,1,15,1,-97.72503662109376,1,2.833333333333333,30.422218322753903,6838.0,25,2,78727,1.98,1983,2020-11-23,11,2020
3759,29447351,260000.0,1.0,920.0,2,7.666666666666668,1,16,1,-97.74139404296876,1,2.3666666666666667,30.440141677856445,4399.0,29,1,78727,1.98,1984,2020-09-18,9,2020
3763,70352935,300000.0,3.0,1424.0,2,7.0,2,17,1,-97.75503540039062,1,2.8666666666666667,30.41415405273437,9147.0,58,3,78759,1.98,1993,2020-09-03,9,2020
3769,29367779,549900.0,3.0,2509.0,4,8.333333333333334,2,16,1,-97.76783752441406,1,1.4333333333333331,30.41871833801269,12632.4,30,1,78759,1.98,1982,2020-12-21,12,2020
3771,29377148,465000.0,3.0,2264.0,4,6.0,1,13,1,-97.74784088134766,1,0.9333333333333332,30.44495010375977,7797.0,71,2,78729,1.98,1985,2020-12-23,12,2020
3773,29445923,379500.0,2.0,1397.0,4,5.778694090331862,1,15,0,-97.7427749633789,0,1.838295658649848,30.43329620361328,6534.0,24,1,78727,1.98,1985,2020-07-08,7,2020
3779,29442415,494000.0,2.0,1632.0,3,6.666666666666668,1,15,1,-97.72590637207033,1,2.7999999999999994,30.420976638793945,7988.0,50,3,78727,1.98,1982,2020-12-03,12,2020
3780,29591751,449900.0,2.0,2415.0,4,5.666666666666668,1,12,1,-97.7546157836914,1,1.1,30.45514678955078,7318.0,41,2,78729,2.21,1998,2020-10-21,10,2020
3781,29366432,690000.0,3.0,2630.0,4,7.0,2,17,1,-97.76143646240234,1,2.6333333333333333,30.41012763977051,12196.8,80,1,78759,1.98,1985,2020-04-30,4,2020
3785,29591731,330000.0,3.0,1609.0,3,5.666666666666668,2,12,1,-97.75347900390624,1,1.1,30.45352935791016,5837.0,53,2,78729,2.21,1994,2020-06-30,6,2020
3786,29438411,499000.0,2.0,1711.0,3,6.666666666666668,1,15,1,-97.7374038696289,1,2.3666666666666667,30.40794372558593,9801.0,27,1,78759,1.98,1980,2020-01-06,1,2020
3788,29373729,279900.0,2.0,1326.0,3,7.666666666666668,1,16,1,-97.74597930908205,1,2.1666666666666665,30.435932159423828,7100.0,15,1,78727,1.98,1984,2020-08-24,8,2020
3793,29377216,479900.0,3.0,2259.0,4,6.0,2,13,1,-97.74586486816406,1,1.0,30.44333648681641,6621.0,32,1,78729,1.98,1984,2020-09-11,9,2020
3797,29373711,235000.0,1.0,798.0,2,7.666666666666668,1,16,1,-97.74685668945312,1,2.1,30.436771392822266,7492.0,27,3,78727,1.98,1984,2020-09-01,9,2020
3798,29367923,459900.0,2.0,1881.0,3,8.333333333333334,1,16,1,-97.7685089111328,1,1.5,30.417179107666016,15245.999999999998,26,1,78759,1.98,1982,2020-04-14,4,2020
3801,29377210,459900.0,2.0,2011.0,3,6.0,2,13,1,-97.74627685546876,1,0.9666666666666668,30.44423484802246,5967.0,23,2,78729,1.98,1984,2020-09-25,9,2020
3802,29366420,575000.0,3.0,2868.0,4,7.0,2,17,1,-97.7625503540039,1,2.733333333333333,30.410903930664062,10846.0,8,1,78759,1.98,1992,2020-01-07,1,2020
3803,29369917,389900.0,2.0,2474.0,3,8.333333333333334,2,16,1,-97.76887512207033,1,1.3666666666666665,30.42151260375977,10454.0,40,3,78759,1.98,1979,2020-03-10,3,2020
3808,29439391,460000.0,2.0,1392.0,3,6.666666666666668,1,15,1,-97.7341079711914,1,2.533333333333333,30.41323661804199,7535.0,67,3,78759,1.98,1975,2020-10-08,10,2020
3809,29371913,494700.0,3.0,2207.0,4,8.333333333333334,2,16,1,-97.77214050292967,1,1.2666666666666666,30.427099227905284,10497.0,21,1,78759,1.98,1983,2020-06-29,6,2020
3813,29439384,470000.0,2.0,1421.0,3,6.666666666666668,1,15,1,-97.73493957519533,1,2.533333333333333,30.41274070739746,6751.0,33,2,78759,1.98,1973,2020-11-03,11,2020
3816,29442382,425000.0,2.0,1860.0,4,6.666666666666668,1,15,1,-97.72540283203124,1,2.9333333333333336,30.42374992370605,7840.0,50,4,78727,1.98,1982,2020-09-16,9,2020
3818,29371376,627500.0,2.0,1610.0,3,8.333333333333334,1,16,1,-97.74976348876952,1,2.333333333333333,30.426937103271484,26136.0,91,2,78727,1.98,1960,2020-10-14,10,2020
3819,29447175,159950.0,2.0,1381.0,3,7.666666666666668,1,16,1,-97.74057006835938,1,2.4666666666666663,30.43729782104492,8319.0,1,1,78727,1.98,1985,2020-02-03,2,2020
3820,29369409,512000.0,2.0,1717.0,3,8.333333333333334,1,16,1,-97.7632064819336,1,1.6,30.424041748046875,11325.6,95,1,78759,1.98,1975,2020-06-22,6,2020
3826,29447165,323000.0,2.0,1344.0,3,7.666666666666668,1,16,1,-97.7412567138672,1,2.4,30.43791198730469,6708.0,40,2,78727,1.98,1985,2020-01-31,1,2020
3829,29439369,489900.0,2.0,1651.0,3,6.666666666666668,1,15,1,-97.7361068725586,1,2.5,30.41247940063477,7187.0,41,1,78759,1.98,1973,2020-08-27,8,2020
3830,29369906,449000.0,2.0,1380.0,3,8.333333333333334,1,16,1,-97.7730941772461,1,1.2333333333333334,30.42282676696777,9147.0,20,6,78759,1.98,1980,2020-05-22,5,2020
3832,29369903,625000.0,4.0,3361.0,4,8.333333333333334,2,16,1,-97.77244567871094,1,1.2333333333333334,30.42316246032715,17424.0,88,1,78759,1.98,1980,2020-05-22,5,2020
3835,29369401,325000.0,2.0,1570.0,3,8.333333333333334,1,16,1,-97.76265716552734,1,1.6333333333333335,30.42477989196777,9539.0,33,5,78759,1.98,1974,2020-01-10,1,2020
3836,29442352,425000.0,2.0,1582.0,3,6.666666666666668,1,15,1,-97.72618103027344,1,3.0,30.424840927124023,7013.0,37,3,78727,1.98,1982,2020-11-02,11,2020
3843,29446296,2550000.0,4.0,4653.0,4,5.333333333333333,1,14,1,-97.70416259765624,1,2.566666666666667,30.434816360473643,221720.4,36,1,78727,1.98,1980,2020-09-15,9,2020
3845,29373895,254900.0,3.0,1768.0,3,8.666666666666666,2,16,1,-97.7833023071289,0,1.1666666666666667,30.43334579467773,9713.0,36,6,78750,1.98,1986,2020-06-17,6,2020
3849,29373893,496000.0,2.0,1898.0,4,8.666666666666666,1,16,1,-97.78327178955078,0,1.1666666666666667,30.43295478820801,9191.0,25,1,78750,1.98,1986,2020-12-21,12,2020
3851,29584648,389000.0,3.0,2422.0,3,5.666666666666668,2,12,1,-97.7542495727539,1,1.0666666666666669,30.44946098327637,4835.0,38,2,78729,2.21,1989,2020-03-10,3,2020
3853,29442328,415000.0,2.0,1524.0,3,6.666666666666668,1,15,1,-97.72582244873048,1,3.0,30.42477226257324,7492.0,24,1,78727,1.98,1983,2020-04-23,4,2020
3859,29439313,319900.0,2.0,1391.0,3,6.0,1,15,1,-97.73904418945312,1,2.1666666666666665,30.410030364990234,8886.0,21,4,78759,1.98,1975,2020-07-24,7,2020
3860,29371799,564000.0,2.0,1737.0,3,8.333333333333334,1,16,1,-97.76921081542967,1,1.3666666666666665,30.4304313659668,10018.0,39,1,78759,1.98,1975,2020-12-14,12,2020
3864,58305078,412500.0,2.0,1154.0,3,6.0,1,15,1,-97.74126434326172,1,2.2,30.414419174194336,6054.0,62,3,78759,1.98,1972,2020-12-31,12,2020
3865,29369384,439950.0,2.0,1609.0,3,8.333333333333334,1,16,1,-97.76277160644533,1,1.6333333333333335,30.42577743530273,9583.0,56,1,78759,1.98,1974,2020-05-22,5,2020
3868,29439480,419900.0,2.0,1332.0,3,6.666666666666668,1,15,1,-97.73224639892578,1,2.5,30.412166595458984,7840.0,43,7,78759,1.98,1977,2020-12-29,12,2020
3869,29369882,398000.0,2.0,1606.0,3,8.333333333333334,1,16,1,-97.7742691040039,1,1.2333333333333334,30.422786712646484,8145.0,45,3,78759,1.98,1980,2020-07-16,7,2020
3875,29366379,975000.0,4.0,3410.0,4,7.0,1,17,1,-97.76287078857422,1,2.766666666666667,30.411550521850582,20037.6,39,2,78759,1.98,1993,2020-09-04,9,2020
3877,29439295,534435.0,2.0,1838.0,3,6.0,1,15,1,-97.74015808105467,1,2.1666666666666665,30.40987968444824,7840.0,75,3,78759,1.98,1978,2020-09-01,9,2020
3880,29439294,560000.0,2.0,1886.0,3,6.0,1,15,1,-97.74005126953124,1,2.1666666666666665,30.41004943847656,8189.0,22,3,78759,1.98,1977,2020-06-29,6,2020
3882,29366375,900000.0,4.0,3673.0,4,7.0,2,17,1,-97.76204681396484,1,2.766666666666667,30.412221908569336,21780.0,40,1,78759,1.98,1992,2020-11-16,11,2020
3885,29369373,500000.0,2.0,2077.0,3,8.333333333333334,1,16,1,-97.7621841430664,1,1.6333333333333335,30.42604637145996,12632.4,36,1,78759,1.98,1974,2020-09-08,9,2020
3887,29439288,425000.0,2.0,1874.0,3,6.0,1,15,1,-97.73980712890624,1,2.2,30.41109275817871,8973.0,35,1,78759,1.98,1974,2020-11-02,11,2020
3889,29377058,379000.0,3.0,2225.0,4,6.0,2,13,1,-97.74652099609376,1,0.9666666666666668,30.44697952270508,7143.0,39,1,78729,1.98,1985,2020-06-22,6,2020
3897,29449497,369900.0,2.0,1771.0,3,5.333333333333333,1,14,1,-97.68182373046876,1,3.0666666666666664,30.44520568847656,9801.0,24,2,78728,1.98,1982,2020-12-14,12,2020
3900,29439274,575000.0,2.0,1958.0,4,6.0,1,15,1,-97.74018096923828,1,2.1333333333333333,30.40847587585449,9234.0,60,3,78759,1.98,1976,2020-11-06,11,2020
3903,29375549,389900.0,3.0,1498.0,3,7.666666666666668,2,16,1,-97.75143432617188,1,1.8666666666666665,30.439268112182614,5749.0,53,2,78727,1.98,1984,2020-06-03,6,2020
3904,29453994,349900.0,3.0,2356.0,3,5.666666666666668,2,14,1,-97.68775939941406,1,2.8666666666666667,30.4599723815918,6000.0,45,2,78728,1.98,1995,2020-06-17,6,2020
3908,29369853,412000.0,2.0,1492.0,3,8.333333333333334,1,16,1,-97.77525329589844,1,1.2,30.423051834106445,7274.0,37,1,78759,1.98,1980,2020-12-31,12,2020
3910,29438264,519000.0,2.0,1430.0,3,6.666666666666668,1,15,1,-97.73103332519533,1,2.466666666666667,30.409832000732425,7200.0,46,3,78759,1.98,1982,2020-10-29,10,2020
3911,29369846,449000.0,2.0,1513.0,3,8.333333333333334,1,16,1,-97.77528381347656,1,1.1666666666666667,30.42380714416504,9156.0,31,2,78759,1.98,1978,2020-07-10,7,2020
3915,29369343,489000.0,3.0,2116.0,3,5.778694090331862,2,15,0,-97.7606964111328,0,1.838295658649848,30.42151069641113,11761.2,66,1,78759,1.98,1983,2020-06-10,6,2020
3922,29446033,280000.0,2.0,1534.0,4,7.666666666666668,1,16,1,-97.74405670166016,1,2.3000000000000003,30.436132431030284,5749.0,34,1,78727,1.98,1984,2020-01-13,1,2020
3924,29446032,249900.0,2.0,950.0,2,7.666666666666668,1,16,1,-97.74408721923828,1,2.3000000000000003,30.436267852783203,5749.0,27,1,78727,1.98,1984,2020-07-27,7,2020
3928,29446029,364900.0,2.0,1383.0,3,7.666666666666668,1,16,1,-97.74417877197266,1,2.266666666666667,30.43667411804199,5749.0,31,1,78727,1.98,1984,2020-10-30,10,2020
3933,114406737,479000.0,3.0,1927.0,3,8.333333333333334,2,16,1,-97.75052642822266,1,2.3666666666666667,30.42021179199219,6886.0,49,7,78759,1.98,2011,2020-10-08,10,2020
3934,29440689,359999.0,2.0,1605.0,4,4.333333333333333,1,13,1,-97.69296264648438,1,0.5333333333333333,30.419151306152344,8973.0,25,1,78727,1.98,1979,2020-11-30,11,2020
3937,29445285,467777.0,4.0,2905.0,4,2.6666666666666665,2,14,1,-97.69009399414062,1,0.9333333333333336,30.42966461181641,13068.0,29,1,78727,1.98,1997,2020-12-07,12,2020
