,zpid,latestPrice,numOfBathrooms,livingAreaSqFt,numOfBedrooms,avgSchoolRating,numOfStories,MedianStudentsPerTeacher,numOfHighSchools,longitude,numOfPrimarySchools,zipcode,propertyTaxRate,latest_saledate,latest_salemonth,latest_saleyear,averagePrice
1107,29371940,379800.0,2.0,1965.0,3,9.0,2,16,1,-97.7772064208984,1,78759,1.98,2018-09-21,9,2018,495563.892655367
1108,29438424,495000.0,3.0,2016.0,4,6.66666666666667,2,15,1,-97.7364883422852,1,78759,1.98,2018-05-29,5,2018,495563.892655367
1109,58305919,311995.0,2.0,1548.0,3,6.66666666666667,1,15,1,-97.7247619628906,1,78727,1.98,2018-04-20,4,2018,337529.933333333
1110,29369436,339000.0,2.0,1558.0,3,8.33333333333333,1,16,1,-97.7619323730469,1,78759,1.98,2018-08-21,8,2018,495563.892655367
1111,29574768,290300.0,2.0,1551.0,3,6.0,2,13,1,-97.7525253295898,1,78729,2.21,2018-05-19,5,2018,307014.368932039
1112,29369429,429900.0,2.0,1962.0,3,8.33333333333333,1,16,1,-97.7622146606445,1,78759,1.98,2018-06-30,6,2018,495563.892655367
1113,29369927,255000.0,3.0,2170.0,3,8.33333333333333,1,16,1,-97.7711486816406,1,78759,1.98,2018-02-08,2,2018,495563.892655367
1114,58305906,429900.0,3.0,1890.0,4,6.66666666666667,2,15,1,-97.7256851196289,1,78727,1.98,2018-06-02,6,2018,337529.933333333
1115,29371925,499000.0,3.0,2155.0,4,9.0,2,16,1,-97.7773666381836,1,78759,1.98,2018-07-03,7,2018,495563.892655367
1116,29442402,369900.0,2.0,1613.0,4,6.66666666666667,1,15,1,-97.7281799316406,1,78727,1.98,2018-10-24,10,2018,337529.933333333
1117,29366421,479900.0,5.0,3655.0,5,7.0,2,17,1,-97.7622909545898,1,78759,1.98,2018-02-23,2,2018,495563.892655367
1118,29371915,399500.0,2.0,1763.0,3,8.33333333333333,1,16,1,-97.7716598510742,1,78759,1.98,2018-05-26,5,2018,495563.892655367
1119,29377180,285000.0,3.5,2296.0,4,6.0,2,13,1,-97.7469787597656,1,78729,1.98,2018-06-19,6,2018,307014.368932039
1120,29366410,550000.0,3.0,2806.0,4,7.0,2,17,1,-97.7650146484375,1,78759,1.98,2018-01-30,1,2018,495563.892655367
1121,29369909,355000.0,2.0,1618.0,3,8.33333333333333,1,16,1,-97.7729797363281,1,78759,1.98,2018-05-24,5,2018,495563.892655367
1122,29367908,475000.0,2.0,2282.0,3,8.33333333333333,1,16,1,-97.7715454101562,1,78759,1.98,2018-06-29,6,2018,495563.892655367
1123,29373906,539000.0,3.0,2698.0,4,8.66666666666667,2,16,1,-97.7820816040039,0,78750,1.98,2018-07-02,7,2018,546095.760416667
1124,58305870,385000.0,2.0,1610.0,3,6.66666666666667,1,15,1,-97.7281188964844,1,78727,1.98,2018-06-23,6,2018,337529.933333333
1125,29442355,399900.0,3.0,1999.0,4,6.66666666666667,1,15,1,-97.725959777832,1,78727,1.98,2018-09-13,9,2018,337529.933333333
1126,29591661,308500.0,3.0,2227.0,4,5.66666666666667,2,12,1,-97.7544326782227,1,78729,2.21,2018-07-07,7,2018,307014.368932039
1127,29375661,334000.0,3.0,2040.0,3,6.0,2,13,1,-97.7531433105469,1,78729,1.98,2018-07-19,7,2018,307014.368932039
1128,29591656,295000.0,2.5,1785.0,3,5.66666666666667,2,12,1,-97.7548065185547,1,78729,2.21,2018-06-12,6,2018,307014.368932039
1129,29591651,307000.0,3.0,1965.0,3,5.66666666666667,2,12,1,-97.7550811767578,1,78729,2.21,2018-05-10,5,2018,307014.368932039
1130,58305829,325000.0,2.0,1626.0,3,6.66666666666667,1,15,1,-97.726448059082,1,78727,1.98,2018-07-14,7,2018,337529.933333333
1131,29442319,385000.0,2.0,1588.0,3,6.66666666666667,1,15,1,-97.727165222168,1,78727,1.98,2018-12-22,12,2018,337529.933333333
1132,29584642,384900.0,3.0,2891.0,4,5.66666666666667,2,12,1,-97.7543334960938,1,78729,2.21,2018-10-31,10,2018,307014.368932039
1133,29438312,385000.0,2.0,1770.0,3,6.0,1,15,1,-97.7387084960938,1,78759,1.98,2018-07-03,7,2018,495563.892655367
1134,29584613,299900.0,2.0,1753.0,3,5.66666666666667,1,12,1,-97.7547988891602,1,78729,2.21,2018-08-08,8,2018,307014.368932039
1135,29438301,209950.0,2.0,1339.0,3,6.66666666666667,1,15,1,-97.7380447387695,1,78759,1.98,2018-03-20,3,2018,495563.892655367
1136,29447102,149900.0,2.0,1362.0,3,7.66666666666667,1,16,1,-97.7386093139648,1,78727,1.98,2018-05-26,5,2018,337529.933333333
1137,29442297,465000.0,2.0,2137.0,4,6.66666666666667,2,15,1,-97.7267379760742,1,78727,1.98,2018-10-16,10,2018,337529.933333333
1138,29369378,439000.0,2.0,1615.0,3,8.33333333333333,1,16,1,-97.7621307373047,1,78759,1.98,2018-07-16,7,2018,495563.892655367
1139,29369877,345000.0,2.0,1502.0,3,8.33333333333333,1,16,1,-97.7734832763672,1,78759,1.98,2018-10-22,10,2018,495563.892655367
1140,29442293,339500.0,2.0,1625.0,3,6.66666666666667,1,15,1,-97.7265396118164,1,78727,1.98,2018-10-23,10,2018,337529.933333333
1141,29439292,369000.0,2.0,1583.0,4,6.0,1,15,1,-97.7397918701172,1,78759,1.98,2018-03-19,3,2018,495563.892655367
1142,120899363,655000.0,4.0,2950.0,4,6.0,1,15,1,-97.755729675293,1,78759,1.98,2018-10-10,10,2018,495563.892655367
1143,29447499,265000.0,2.0,1430.0,3,2.66666666666667,1,14,1,-97.6803817749023,1,78728,1.98,2018-12-21,12,2018,274423.507246377
1144,29439279,450000.0,2.0,1893.0,4,6.0,1,15,1,-97.7412338256836,1,78759,1.98,2018-08-31,8,2018,495563.892655367
1145,29369860,339900.0,2.0,1820.0,3,8.33333333333333,1,16,1,-97.7758483886719,1,78759,1.98,2018-03-01,3,2018,495563.892655367
1146,29366357,550000.0,2.0,2547.0,4,7.0,1,17,1,-97.7643280029297,1,78759,1.98,2018-03-23,3,2018,495563.892655367
1147,29454496,285000.0,2.5,2114.0,3,5.66666666666667,2,14,1,-97.6810760498047,1,78728,1.98,2018-07-26,7,2018,274423.507246377
1148,29365357,709900.0,4.0,3497.0,5,9.0,2,16,1,-97.7760314941406,1,78759,1.98,2018-06-12,6,2018,495563.892655367
1149,29371853,189000.0,3.0,1275.0,2,8.33333333333333,2,16,1,-97.7707138061523,1,78759,2.21,2018-05-10,5,2018,495563.892655367
1150,58305904,325000.0,2.0,1557.0,3,6.66666666666667,1,15,1,-97.7254867553711,1,78727,1.98,2018-09-28,9,2018,337529.933333333
1151,29377041,350000.0,3.0,2295.0,3,6.0,2,13,1,-97.7467041015625,1,78729,1.98,2018-12-11,12,2018,307014.368932039
1152,29442257,425000.0,3.0,1748.0,4,6.66666666666667,2,15,1,-97.7273635864258,1,78727,1.98,2018-10-09,10,2018,337529.933333333
1153,54515255,475000.0,3.0,2164.0,3,6.66666666666667,2,15,1,-97.7327499389648,1,78727,1.98,2018-02-16,2,2018,337529.933333333
1154,29369840,325000.0,2.0,1386.0,3,8.33333333333333,1,16,1,-97.7757339477539,1,78759,1.98,2018-05-05,5,2018,495563.892655367
1155,29450985,305000.0,3.0,1998.0,4,5.33333333333333,2,14,1,-97.6915512084961,1,78728,1.98,2018-08-22,8,2018,274423.507246377
1156,29450984,225000.0,2.0,1651.0,3,5.33333333333333,1,14,1,-97.6913909912109,1,78728,1.98,2018-04-14,4,2018,274423.507246377
1157,29366339,477500.0,2.0,2179.0,3,7.0,1,17,1,-97.7642135620117,1,78759,1.98,2018-12-07,12,2018,495563.892655367
1158,29449483,295000.0,2.0,1620.0,3,5.33333333333333,1,14,1,-97.6769638061523,1,78728,1.98,2018-10-13,10,2018,274423.507246377
1159,29454481,275000.0,3.0,1776.0,3,5.66666666666667,2,14,1,-97.6829833984375,1,78728,1.98,2018-07-31,7,2018,274423.507246377
1160,29369239,465000.0,3.0,2487.0,4,8.33333333333333,1,16,1,-97.7539215087891,1,78759,1.98,2018-08-10,8,2018,495563.892655367
1161,29582527,285000.0,3.0,1923.0,3,5.66666666666667,2,12,1,-97.7548980712891,1,78729,2.21,2018-04-05,4,2018,307014.368932039
1162,29366550,585000.0,3.0,2610.0,4,8.33333333333333,1,16,1,-97.7691497802734,1,78759,1.98,2018-07-05,7,2018,495563.892655367
1163,58307452,255000.0,3.0,2225.0,3,4.33333333333333,2,13,1,-97.6833038330078,1,78727,1.98,2018-08-02,8,2018,337529.933333333
1164,29445437,336000.0,2.0,2308.0,3,4.33333333333333,1,13,1,-97.684196472168,1,78727,1.98,2018-07-20,7,2018,337529.933333333
1165,119621323,274999.0,3.0,1692.0,3,5.33333333333333,2,15,1,-97.6838073730469,1,78728,1.98,2018-12-01,12,2018,274423.507246377
1166,89656823,335000.0,2.0,1886.0,3,8.33333333333333,1,16,1,-97.7235336303711,1,78717,2.21,2018-10-16,10,2018,407792.52173913
1167,125903747,295000.0,3.0,1819.0,3,5.0,2,15,1,-97.6806411743164,1,78728,1.98,2018-04-11,4,2018,274423.507246377
1168,89657187,230000.0,2.0,1886.0,3,8.33333333333333,1,16,1,-97.7238311767578,1,78717,2.21,2018-09-12,9,2018,407792.52173913
1169,89659122,329900.0,2.0,1886.0,3,8.33333333333333,1,16,1,-97.723747253418,1,78717,2.21,2018-02-27,2,2018,407792.52173913
1170,125903569,280000.0,3.0,1819.0,3,5.33333333333333,2,15,1,-97.6839904785156,1,78728,1.98,2018-03-15,3,2018,274423.507246377
1171,145653061,295000.0,3.0,1819.0,3,5.0,2,15,1,-97.6815719604492,1,78728,1.98,2018-04-25,4,2018,274423.507246377
1172,89662061,420000.0,4.0,3480.0,4,8.33333333333333,2,16,1,-97.7229766845703,1,78717,2.21,2018-04-20,4,2018,407792.52173913
1173,79982243,225000.0,2.0,1445.0,3,4.33333333333333,1,14,1,-97.6946792602539,1,78744,1.98,2018-04-20,4,2018,235868.018691589
1174,29464938,235000.0,2.0,1521.0,3,3.33333333333333,1,12,1,-97.6729736328125,1,78742,1.98,2018-03-08,3,2018,197500.0
1175,80087907,275000.0,3.0,2425.0,4,4.33333333333333,2,14,1,-97.6958236694336,1,78744,1.98,2018-11-21,11,2018,235868.018691589
1176,29463390,169990.0,2.0,1477.0,3,4.33333333333333,1,14,1,-97.6927947998047,1,78741,1.98,2018-05-01,5,2018,333902.109090909
1177,79980880,125000.0,2.0,1324.0,3,4.33333333333333,1,14,1,-97.6952133178711,1,78744,1.98,2018-11-16,11,2018,235868.018691589
1178,29464875,160000.0,3.0,1784.0,3,3.33333333333333,1,12,1,-97.6746520996094,1,78742,1.98,2018-10-31,10,2018,197500.0
1179,29463372,195000.0,1.0,1008.0,2,3.33333333333333,1,11,1,-97.6937103271484,1,78741,1.98,2018-10-01,10,2018,333902.109090909
1180,145656366,400000.0,3.0,2035.0,3,4.33333333333333,2,14,1,-97.6996536254883,1,78741,1.98,2018-07-12,7,2018,333902.109090909
1181,29463362,299900.0,1.0,720.0,2,3.33333333333333,1,11,1,-97.6940231323242,1,78741,1.98,2018-06-28,6,2018,333902.109090909
1182,29461861,185000.0,2.0,1110.0,3,3.33333333333333,1,13,1,-97.7025909423828,1,78741,1.98,2018-10-31,10,2018,333902.109090909
1183,80105359,230000.0,2.0,1200.0,3,5.77869409033186,1,15,0,-97.6906509399414,0,78741,1.98,2018-06-21,6,2018,333902.109090909
1184,79982357,169900.0,3.0,1699.0,3,4.33333333333333,2,14,1,-97.6922836303711,1,78744,1.98,2018-03-29,3,2018,235868.018691589
1185,29461853,309900.0,2.0,1435.0,4,3.33333333333333,1,13,1,-97.7007293701172,1,78741,1.98,2018-04-03,4,2018,333902.109090909
1186,29461845,292900.0,2.0,1135.0,3,3.33333333333333,1,13,1,-97.7021026611328,1,78741,1.98,2018-06-09,6,2018,333902.109090909
1187,2093357343,275800.0,1.0,1056.0,3,4.33333333333333,1,14,1,-97.6984786987305,1,78741,1.98,2018-08-11,8,2018,333902.109090909
1188,120897300,249000.0,3.0,2240.0,4,4.33333333333333,2,14,1,-97.7001495361328,1,78744,1.98,2018-06-05,6,2018,235868.018691589
1189,145657299,324000.0,3.0,2600.0,5,4.33333333333333,2,14,1,-97.7000122070312,1,78744,1.98,2018-03-28,3,2018,235868.018691589
1190,79982299,115100.0,2.0,1452.0,3,4.33333333333333,1,14,1,-97.694206237793,1,78744,1.98,2018-11-16,11,2018,235868.018691589
1191,70345794,139000.0,2.0,1586.0,3,4.33333333333333,1,14,1,-97.6941452026367,1,78741,1.98,2018-12-13,12,2018,333902.109090909
1192,29462293,285000.0,1.0,1212.0,3,3.33333333333333,1,11,1,-97.6981506347656,1,78741,1.98,2018-06-29,6,2018,333902.109090909
1193,29462285,225000.0,2.0,1560.0,4,3.33333333333333,1,13,1,-97.6995086669922,1,78741,1.98,2018-06-26,6,2018,333902.109090909
1194,29463283,229900.0,1.0,925.0,3,3.33333333333333,1,13,1,-97.7027587890625,1,78741,1.98,2018-06-11,6,2018,333902.109090909
1195,80107767,299000.0,3.0,2088.0,4,4.33333333333333,2,14,1,-97.6925277709961,1,78741,1.98,2018-10-24,10,2018,333902.109090909
1196,80089753,249000.0,3.0,2322.0,4,4.33333333333333,2,14,1,-97.6946487426758,1,78744,1.98,2018-07-08,7,2018,235868.018691589
1197,29462251,299000.0,2.0,1162.0,3,3.33333333333333,1,13,1,-97.7109298706055,1,78741,1.98,2018-03-30,3,2018,333902.109090909
1198,79982246,204900.0,2.0,1334.0,3,4.33333333333333,1,14,1,-97.6948699951172,1,78744,1.98,2018-10-16,10,2018,235868.018691589
1199,79977244,225000.0,2.0,1597.0,3,4.33333333333333,1,14,1,-97.6966094970703,1,78744,1.98,2018-07-03,7,2018,235868.018691589
1200,29462227,319900.0,2.5,1121.0,2,3.33333333333333,1,13,1,-97.7105178833008,1,78741,1.98,2018-11-01,11,2018,333902.109090909
1201,80093222,299500.0,3.0,1856.0,3,4.33333333333333,2,14,1,-97.692626953125,1,78741,1.98,2018-08-18,8,2018,333902.109090909
1202,120899190,265000.0,3.0,2240.0,4,4.33333333333333,2,14,1,-97.6998672485352,1,78744,1.98,2018-07-11,7,2018,235868.018691589
1203,80086671,260000.0,3.0,1659.0,3,4.33333333333333,2,14,1,-97.6926040649414,1,78741,1.98,2018-05-10,5,2018,333902.109090909
1204,119619664,219900.0,2.0,1220.0,3,4.33333333333333,1,14,1,-97.7014923095703,1,78744,1.98,2018-06-05,6,2018,235868.018691589
1205,124842155,387500.0,3.0,2181.0,4,4.33333333333333,2,14,1,-97.6982955932617,1,78741,1.98,2018-08-30,8,2018,333902.109090909
1206,144343622,289500.0,3.0,2453.0,4,4.33333333333333,2,14,1,-97.7009811401367,1,78744,1.98,2018-04-20,4,2018,235868.018691589
1207,29464967,260000.0,0.0,2024.0,0,3.33333333333333,2,12,1,-97.6675491333008,1,78617,1.98,2018-10-23,10,2018,193990.482758621
1208,124841110,361000.0,3.0,2185.0,4,4.33333333333333,2,14,1,-97.697868347168,1,78741,1.98,2018-03-23,3,2018,333902.109090909
1209,64578606,155000.0,1.0,672.0,2,3.33333333333333,1,11,1,-97.6952056884766,1,78741,1.98,2018-04-24,4,2018,333902.109090909
1210,29464097,185000.0,1.0,832.0,2,3.33333333333333,1,11,1,-97.6960830688477,1,78741,1.98,2018-08-01,8,2018,333902.109090909
1211,80090593,227500.0,2.0,1452.0,3,4.33333333333333,1,14,1,-97.6960983276367,1,78744,1.98,2018-04-21,4,2018,235868.018691589
1212,80094083,295000.0,3.0,1659.0,4,4.33333333333333,2,14,1,-97.6911010742188,1,78741,1.98,2018-04-13,4,2018,333902.109090909
1213,145655572,379997.0,3.0,2035.0,3,4.33333333333333,2,14,1,-97.6993408203125,1,78741,1.98,2018-12-20,12,2018,333902.109090909
1214,69809046,284700.0,2.0,1586.0,3,4.33333333333333,1,14,1,-97.6936492919922,1,78741,1.98,2018-07-28,7,2018,333902.109090909
1215,29464017,165000.0,1.0,858.0,3,3.33333333333333,1,11,1,-97.696533203125,1,78741,1.98,2018-07-07,7,2018,333902.109090909
1216,145656452,419900.0,3.0,2185.0,4,4.33333333333333,2,14,1,-97.6978073120117,1,78741,1.98,2018-03-19,3,2018,333902.109090909
1217,29463254,220000.0,1.0,780.0,3,3.33333333333333,1,13,1,-97.7019729614258,1,78741,1.98,2018-10-31,10,2018,333902.109090909
1218,29420959,339000.0,3.0,1763.0,3,4.0,2,14,1,-97.688232421875,1,78753,1.98,2018-02-23,2,2018,257188.786764706
1219,29418454,329900.0,2.0,1833.0,3,4.0,1,14,1,-97.6885452270508,1,78753,1.98,2018-02-03,2,2018,257188.786764706
1220,29420936,355500.0,2.0,1717.0,3,4.0,1,14,1,-97.688102722168,1,78753,1.98,2018-12-27,12,2018,257188.786764706
1221,121656402,224900.0,2.0,1661.0,3,5.0,1,11,2,-97.6186904907227,1,78754,1.98,2018-11-20,11,2018,248076.25
1222,145653413,317500.0,3.0,3012.0,4,5.0,2,11,2,-97.6223907470703,1,78754,1.98,2018-07-27,7,2018,248076.25
1223,145653412,260000.0,3.0,2417.0,4,5.0,2,11,2,-97.6202087402344,1,78754,1.98,2018-10-12,10,2018,248076.25
1224,29412906,225000.0,3.0,1656.0,3,2.66666666666667,2,14,1,-97.6805114746094,1,78752,1.98,2018-06-26,6,2018,328597.795918367
1225,29413905,429000.0,2.0,2090.0,4,2.66666666666667,1,14,1,-97.6817016601562,1,78752,1.98,2018-12-08,12,2018,328597.795918367
1226,119630805,795000.0,6.0,4837.0,5,6.0,2,16,0,-97.9848327636719,1,78737,2.01,2018-07-26,7,2018,531129.136690647
1227,29404876,214800.0,3.0,1467.0,4,3.33333333333333,2,14,1,-97.6408309936523,1,78724,1.98,2018-05-31,5,2018,254167.573529412
1228,29419872,249900.0,2.0,1684.0,3,5.0,1,11,2,-97.6102905273438,1,78754,1.98,2018-04-07,4,2018,248076.25
1229,29404861,199800.0,2.0,1335.0,3,3.33333333333333,1,14,1,-97.6404113769531,1,78724,1.98,2018-11-07,11,2018,254167.573529412
1230,29421978,364900.0,4.0,4021.0,6,5.0,2,11,2,-97.6098022460938,1,78754,1.98,2018-10-19,10,2018,248076.25
1231,84140779,369900.0,2.0,2066.0,3,7.0,1,16,1,-97.9791564941406,1,78737,2.01,2018-04-12,4,2018,531129.136690647
1232,58301352,180000.0,2.0,1430.0,4,3.33333333333333,1,14,1,-97.6392135620117,1,78724,1.98,2018-04-02,4,2018,254167.573529412
1233,29421851,324900.0,4.0,4051.0,6,5.0,2,11,2,-97.6117095947266,1,78754,1.98,2018-09-26,9,2018,248076.25
1234,145652348,275000.0,3.0,2587.0,4,5.0,2,11,2,-97.6210021972656,1,78754,1.98,2018-10-30,10,2018,248076.25
1235,29421848,260000.0,3.0,2490.0,3,5.0,1,11,2,-97.6115875244141,1,78754,1.98,2018-05-10,5,2018,248076.25
1236,58301471,169000.0,1.0,890.0,3,3.33333333333333,1,14,1,-97.6397018432617,1,78724,1.98,2018-06-26,6,2018,254167.573529412
1237,29421968,189000.0,3.0,2318.0,4,5.0,2,11,2,-97.6103210449219,1,78754,1.98,2018-09-26,9,2018,248076.25
1238,58301337,229000.0,3.0,1548.0,4,3.33333333333333,1,14,1,-97.6426849365234,1,78724,1.98,2018-12-19,12,2018,254167.573529412
1239,2091752753,539990.0,4.0,3559.0,5,7.0,2,16,1,-97.9895095825195,1,78737,2.01,2018-06-06,6,2018,531129.136690647
1240,119624252,429000.0,2.0,2688.0,3,6.0,1,16,0,-97.9819946289062,1,78737,2.01,2018-10-31,10,2018,531129.136690647
1241,114157251,459900.0,4.0,3194.0,4,7.0,1,16,1,-97.9817962646484,1,78737,2.01,2018-11-22,11,2018,531129.136690647
1242,29404825,229900.0,2.0,1335.0,3,3.33333333333333,1,14,1,-97.640495300293,1,78724,1.98,2018-12-14,12,2018,254167.573529412
1243,114157250,439000.0,3.0,2605.0,3,6.0,1,16,0,-97.9818649291992,1,78737,2.01,2018-06-11,6,2018,531129.136690647
1244,122186247,425000.0,3.0,2766.0,3,6.0,1,16,0,-97.9852676391602,1,78737,2.01,2018-12-18,12,2018,531129.136690647
1245,58301316,189000.0,2.0,1266.0,3,3.33333333333333,1,14,1,-97.6437454223633,1,78724,1.98,2018-07-03,7,2018,254167.573529412
1246,111371313,258000.0,3.0,2353.0,3,5.0,2,11,2,-97.6172714233398,1,78754,1.98,2018-04-18,4,2018,248076.25
1247,70338445,229900.0,2.0,1877.0,3,3.66666666666667,1,14,1,-97.6503219604492,1,78754,1.98,2018-08-28,8,2018,248076.25
1248,84130691,379900.0,4.0,2986.0,4,6.0,2,16,0,-97.9822616577148,1,78737,2.01,2018-05-09,5,2018,531129.136690647
1249,243292681,399900.0,3.0,2246.0,3,6.0,1,16,0,-97.9811172485352,1,78737,2.01,2018-12-08,12,2018,531129.136690647
1250,29402781,349990.0,2.0,1354.0,3,3.66666666666667,1,14,1,-97.6543426513672,1,78724,1.98,2018-10-19,10,2018,254167.573529412
1251,63296780,219900.0,2.5,1848.0,3,5.0,2,11,2,-97.6470565795898,1,78754,1.98,2018-05-12,5,2018,248076.25
1252,243292661,415000.0,2.0,2563.0,3,6.0,1,16,0,-97.9801406860352,1,78737,2.01,2018-06-12,6,2018,531129.136690647
1253,29415770,200000.0,2.0,1280.0,3,3.66666666666667,1,14,1,-97.6460342407227,1,78754,1.98,2018-02-02,2,2018,248076.25
1254,125255154,410000.0,3.0,2674.0,4,6.0,1,16,0,-97.9769897460938,1,78737,2.01,2018-06-27,6,2018,531129.136690647
1255,2089819262,255000.0,3.0,2487.0,4,5.0,2,11,2,-97.6465377807617,1,78754,1.98,2018-09-28,9,2018,248076.25
1256,70334262,399000.0,3.0,2221.0,3,3.66666666666667,2,14,1,-97.6446304321289,1,78724,1.98,2018-03-02,3,2018,254167.573529412
1257,70326938,129900.0,2.0,896.0,2,3.66666666666667,1,14,1,-97.6380920410156,1,78724,1.98,2018-08-11,8,2018,254167.573529412
1258,125252138,498000.0,4.0,3651.0,4,6.0,1,16,0,-97.98583984375,1,78737,2.01,2018-02-23,2,2018,531129.136690647
1259,119632258,220000.0,2.0,1342.0,3,5.0,1,11,2,-97.6156387329102,1,78754,1.98,2018-08-01,8,2018,248076.25
1260,70338436,260000.0,3.0,2250.0,5,4.33333333333333,2,12,2,-97.6485137939453,1,78754,1.98,2018-07-19,7,2018,248076.25
1261,125234103,539000.0,4.0,3144.0,4,6.0,1,16,0,-97.985221862793,1,78737,2.01,2018-10-12,10,2018,531129.136690647
1262,84139166,314900.0,2.0,1963.0,3,6.0,1,16,0,-97.9795684814453,1,78737,2.01,2018-11-13,11,2018,531129.136690647
1263,84133081,570000.0,4.0,3891.0,5,6.0,2,16,0,-97.9898376464844,1,78737,2.01,2018-07-25,7,2018,531129.136690647
1264,243294071,504990.0,4.0,2954.0,4,6.0,2,16,0,-97.9888076782227,1,78737,2.01,2018-11-07,11,2018,531129.136690647
1265,29415732,129900.0,2.0,1288.0,2,3.66666666666667,2,14,1,-97.6467208862305,1,78754,1.98,2018-09-06,9,2018,248076.25
1266,29415731,110000.0,2.0,1332.0,2,3.66666666666667,2,14,1,-97.6464309692383,1,78754,1.98,2018-06-07,6,2018,248076.25
1267,96632061,413000.0,4.0,3096.0,4,7.0,1,16,1,-97.9788818359375,1,78737,2.01,2018-02-28,2,2018,531129.136690647
1268,243294557,429900.0,3.0,2429.0,3,6.0,1,16,0,-97.9876556396484,1,78737,2.01,2018-05-10,5,2018,531129.136690647
1269,84076546,425000.0,3.0,3103.0,5,6.0,1,16,0,-97.9797821044922,1,78737,2.01,2018-05-23,5,2018,531129.136690647
1270,202136952,549900.0,4.0,3511.0,5,7.0,1,16,1,-97.9843444824219,1,78737,2.01,2018-08-09,8,2018,531129.136690647
1271,70334227,374900.0,3.0,2000.0,3,3.66666666666667,2,14,1,-97.6458969116211,1,78724,1.98,2018-03-17,3,2018,254167.573529412
1272,70334226,399000.0,3.0,2199.0,3,3.66666666666667,2,14,1,-97.6458358764648,1,78724,1.98,2018-03-29,3,2018,254167.573529412
1273,70334225,390000.0,3.0,2008.0,3,3.66666666666667,2,14,1,-97.645751953125,1,78724,1.98,2018-04-16,4,2018,254167.573529412
1274,121654722,224900.0,2.0,1566.0,3,5.0,1,11,2,-97.618782043457,1,78754,1.98,2018-09-29,9,2018,248076.25
1275,29415721,99900.0,3.0,2021.0,4,3.66666666666667,2,14,1,-97.6463165283203,1,78754,1.98,2018-12-21,12,2018,248076.25
1276,70334208,399000.0,3.0,2201.0,3,3.66666666666667,2,14,1,-97.6454315185547,1,78724,1.98,2018-07-13,7,2018,254167.573529412
1277,84133019,399999.0,3.0,3188.0,4,6.0,1,16,0,-97.9888687133789,1,78737,2.01,2018-06-30,6,2018,531129.136690647
1278,70334205,399000.0,3.0,2218.0,3,3.66666666666667,2,14,1,-97.6456604003906,1,78724,1.98,2018-02-22,2,2018,254167.573529412
1279,70334203,399000.0,3.0,2008.0,3,3.66666666666667,2,14,1,-97.646240234375,1,78724,1.98,2018-06-16,6,2018,254167.573529412
1280,70334201,399000.0,3.0,2000.0,3,3.66666666666667,2,14,1,-97.6465148925781,1,78724,1.98,2018-09-28,9,2018,254167.573529412
1281,122141008,629000.0,4.0,3497.0,4,6.0,1,16,0,-97.9907836914062,1,78737,2.01,2018-04-19,4,2018,531129.136690647
1282,70334193,489000.0,2.0,2256.0,3,3.66666666666667,1,14,1,-97.6475982666016,1,78724,1.98,2018-04-18,4,2018,254167.573529412
1283,119625499,365000.0,3.0,2372.0,4,6.66666666666667,1,16,1,-97.9777450561523,1,78737,2.01,2018-03-02,3,2018,531129.136690647
1284,28597925,929000.0,4.0,3691.0,4,6.66666666666667,1,16,1,-98.0109100341797,1,78737,2.01,2018-11-29,11,2018,531129.136690647
1285,64879918,429900.0,2.0,1992.0,2,7.0,1,17,1,-97.9817123413086,1,78736,1.98,2018-06-04,6,2018,370190.970588235
1286,29415659,199800.0,2.0,1318.0,3,3.66666666666667,1,14,1,-97.6474456787109,1,78754,1.98,2018-12-07,12,2018,248076.25
1287,29415652,305000.0,2.0,1538.0,3,4.33333333333333,1,12,2,-97.6566162109375,1,78754,1.98,2018-01-30,1,2018,248076.25
1288,114156908,479000.0,4.0,3579.0,4,6.0,2,16,0,-97.9738388061523,1,78737,2.01,2018-07-18,7,2018,531129.136690647
1289,28589404,465000.0,2.0,1438.0,3,6.66666666666667,1,16,1,-98.007080078125,1,78737,2.01,2018-08-30,8,2018,531129.136690647
1290,122185897,415000.0,4.0,3459.0,4,6.66666666666667,2,16,1,-97.9797515869141,1,78737,2.01,2018-12-21,12,2018,531129.136690647
1291,29415642,499900.0,3.0,2541.0,4,3.66666666666667,1,14,1,-97.6516189575195,1,78754,1.98,2018-10-05,10,2018,248076.25
1292,29417634,499900.0,3.0,2266.0,3,4.33333333333333,1,12,2,-97.6476745605469,1,78754,1.98,2018-08-30,8,2018,248076.25
1293,122187375,425000.0,5.0,3504.0,4,6.66666666666667,1,16,1,-97.9789123535156,1,78737,2.01,2018-03-28,3,2018,531129.136690647
1294,63596871,357000.0,2.0,2420.0,5,6.0,1,16,0,-97.9851150512695,1,78737,2.01,2018-08-23,8,2018,531129.136690647
1295,63596866,625000.0,4.0,3503.0,5,6.0,1,16,0,-97.9770202636719,1,78737,2.01,2018-12-10,12,2018,531129.136690647
1296,28601857,395000.0,3.0,1781.0,4,6.66666666666667,1,16,1,-98.0165557861328,1,78737,2.01,2018-05-25,5,2018,531129.136690647
1297,29415606,349000.0,3.0,2076.0,3,3.66666666666667,2,14,1,-97.6529846191406,1,78754,1.98,2018-12-03,12,2018,248076.25
